"","term","estimate","std_error","statistic","p_value","lower_ci","upper_ci"
"1262","DM$developer: Mint.com©2008-2012 Mint Software, Inc.",-0.433,0.522,-0.83,0.407,-1.455,0.59
"1263","DM$developer: Mirmay Limited",0.546,0.616,0.885,0.376,-0.662,1.753
"1264","DM$developer: Mixtapes",0.699,0.598,1.168,0.243,-0.473,1.87
"1265","DM$developer: Mobage",-0.594,0.538,-1.103,0.27,-1.648,0.461
"1266","DM$developer: Mobage, Inc.© (C)Cygames,inc",-2.408,0.51,-4.719,0,-3.408,-1.408
"1267","DM$developer: Mobeera Co., Ltd© 2012 Mobeera Co., Ltd",-3.085,0.623,-4.951,0,-4.307,-1.864
"1268","DM$developer: Mobiata",0.185,0.598,0.308,0.758,-0.988,1.357
"1269","DM$developer: Mobile Access Group AB© MAG Interactive",-3.301,0.51,-6.469,0,-4.301,-2.301
"1270","DM$developer: mobile click© click2mobile",-0.286,0.501,-0.571,0.568,-1.268,0.696
"1271","DM$developer: MobileTrends Inc.© Future Bits",-0.114,0.549,-0.208,0.835,-1.191,0.963
"1272","DM$developer: MobilityWare",0.627,0.589,1.065,0.287,-0.527,1.782
"1273","DM$developer: Mobilityware© 2012 MobilityWare",-0.217,0.495,-0.437,0.662,-1.188,0.755
"1274","DM$developer: Mobo Team",-0.331,0.597,-0.554,0.579,-1.502,0.84
"1275","DM$developer: MOBOTAP INC.Copyright © 2011 Dolphin Browser™.",0.021,0.83,0.025,0.98,-1.606,1.648
"1276","DM$developer: Modern Mobile Digital Media Company Limited© Modern Media Co., Ltd.",-0.605,0.624,-0.97,0.332,-1.828,0.618
"1277","DM$developer: Modern Mobile Digital Media Company Limited© Modern Mobile Digital Media Company Limited",-1.036,0.5,-2.073,0.038,-2.016,-0.056
"1278","DM$developer: Mojang AB© Mojang AB",-2.325,0.488,-4.76,0,-3.283,-1.368
"1279","DM$developer: MoJi FengYun (Beijing) Software Tech Developing Co., Ltd© 墨迹风云",-1.8,0.521,-3.457,0.001,-2.821,-0.78
"1280","DM$developer: Mooff Games Ltd© Mooff Games Ltd.",-0.953,0.585,-1.629,0.103,-2.1,0.193
"1281","DM$developer: Moon+",2.482,0.616,4.031,0,1.275,3.688
"1282","DM$developer: moonrabbit© 2012 moonrabbit",0.355,0.565,0.628,0.53,-0.753,1.463
"1283","DM$developer: Moregg Information Technology© Moregg Tech",-1.16,0.552,-2.104,0.035,-2.241,-0.079
"1284","DM$developer: Morrissey Exchange Pty Ltd© Jason Morrissey",-0.715,0.533,-1.341,0.18,-1.76,0.33
"1285","DM$developer: MotionOne.co.Ltd© MotionOne.co.Ltd",-0.271,0.574,-0.471,0.637,-1.396,0.855
"1286","DM$developer: Mountain Sheep© 2012 Mountain Sheep, Inc.",-0.634,0.487,-1.301,0.193,-1.59,0.321
"1287","DM$developer: Mouse Games",0.84,0.59,1.424,0.154,-0.316,1.996
"1288","DM$developer: Move, Inc.© 2012 REALTOR.com®",-0.719,0.521,-1.379,0.168,-1.741,0.303
"1289","DM$developer: mtime",-0.252,0.595,-0.424,0.671,-1.418,0.914
"1290","DM$developer: MTV Networks© 2012 Viacom Inc.",0.537,0.547,0.982,0.326,-0.535,1.609
"1291","DM$developer: MU XIANG© 2011 gs-studio",0.06,0.831,0.073,0.942,-1.568,1.689
"1292","DM$developer: mugang du© feiliugame",-1.069,0.616,-1.735,0.083,-2.276,0.139
"1293","DM$developer: mugang du© fljt",-1.705,0.516,-3.306,0.001,-2.716,-0.694
"1294","DM$developer: MUMBOJUMBO© 2011 MumboJumbo, Inc.",-0.522,0.616,-0.847,0.397,-1.73,0.686
"1295","DM$developer: MUMBOJUMBO© 2012 MumboJumbo, Inc.",-0.323,0.826,-0.391,0.696,-1.942,1.296
"1296","DM$developer: MYBO (Media)Ltd.Co.© MYBO (Media)Ltd.Co.",-0.455,0.513,-0.888,0.375,-1.46,0.55
"1297","DM$developer: MyDreamFactory",0.003,0.589,0.005,0.996,-1.152,1.158
"1298","DM$developer: MyFitnessPal LLc© 2009-2011 MyFitnessPal, LLC",-2.555,0.551,-4.639,0,-3.635,-1.476
"1299","DM$developer: MyFitnessPal LLc© MyFitnessPal, LLC",-2.586,0.551,-4.696,0,-3.665,-1.507
"1300","DM$developer: myLanguage, Inc.© myLanguage 2011-2012",-0.303,0.683,-0.443,0.658,-1.642,1.037
"1301","DM$developer: MyNetDiary Inc.© 2012, MyNetDiary Inc.",-0.658,0.523,-1.257,0.209,-1.684,0.368
"1302","DM$developer: MYW Productions© 2010-2012 Apalon",-1.249,0.557,-2.242,0.025,-2.341,-0.157
"1303","DM$developer: MYW Productions© 2010-2013 Apalon",-1.019,0.59,-1.727,0.084,-2.176,0.138
"1304","DM$developer: MYW Productions© 2011-2012 Apalon",-0.307,0.502,-0.611,0.541,-1.291,0.677
"1305","DM$developer: Myxer",0.653,0.594,1.099,0.272,-0.511,1.816
"1306","DM$developer: N&bongo studio© N&bongo studio",-0.368,0.559,-0.658,0.51,-1.465,0.728
"1307","DM$developer: NABIX© nabix",-0.243,0.615,-0.395,0.693,-1.449,0.963
"1308","DM$developer: Naihe Hu© Salt_TodayHu",-1.561,0.682,-2.288,0.022,-2.898,-0.224
"1309","DM$developer: Namco Networks America Inc. Games© 1980-2010 NAMCO BANDAI Games Inc.",0.236,0.825,0.285,0.775,-1.382,1.853
"1310","DM$developer: Namco Networks America Inc. Games© 1980, 2008 NAMCO BANDAI Games Inc.",0.49,0.586,0.836,0.403,-0.659,1.638
"1311","DM$developer: Namco Networks America Inc. GamesPAC-MAN™ ©1980-2010 NAMCO BANDAI Games Inc.",-0.546,0.512,-1.066,0.286,-1.55,0.458
"1312","DM$developer: Namco Networks America Inc. GamesSky Gamblers™: Air Supremacy ©2012 Revo Solutions s.r.l.",-0.248,0.492,-0.503,0.615,-1.213,0.718
"1313","DM$developer: Namco Networks America Inc. GamesSky Gamblers™: Rise Of Glory ©2011 Revo Solutions s.r.l.",-0.285,0.826,-0.345,0.73,-1.904,1.334
"1314","DM$developer: Nanjing Imohoo Information Technology Co., Ltd.© Imohoo Information Technology Co., Ltd.",-1.236,0.571,-2.165,0.03,-2.355,-0.117
"1315","DM$developer: Nanjing Imohoo Information Technology Co., Ltd.© Imohoo Information Technology co.,Ltd.",-0.817,0.512,-1.596,0.111,-1.821,0.187
"1316","DM$developer: Nanjing Imohoo Information Technology Co., Ltd.© Nanjing Imohoo Information Technology Co., Ltd.",-0.417,0.492,-0.846,0.397,-1.382,0.548
"1317","DM$developer: Natenai Ariyatrakool",0.723,0.561,1.29,0.197,-0.376,1.822
"1318","DM$developer: National Business Group Ltd© Skript, LLC",0.69,0.831,0.83,0.407,-0.939,2.319
"1319","DM$developer: National Geographic Society© National Geographic Society",-1.17,0.518,-2.26,0.024,-2.184,-0.155
"1320","DM$developer: NaturalMotion Games Limited© (2011-2012) NaturalMotion Games Ltd",-0.606,0.508,-1.192,0.233,-1.602,0.39
"1321","DM$developer: NaturalMotion Games Limited© (2011-2012) NaturalMotion Games Ltd.",-0.104,0.497,-0.21,0.834,-1.079,0.87
"1322","DM$developer: NaturalMotion Games Limited© (2012) NaturalMotion Games Ltd",-1.086,0.487,-2.233,0.026,-2.04,-0.133
"1323","DM$developer: NaturalMotion Games Limited© NaturalMotion Games Limited",-0.474,0.513,-0.924,0.356,-1.48,0.532
"1324","DM$developer: NAVER",1.693,0.596,2.841,0.004,0.525,2.861
"1325","DM$developer: NAVER JAPAN© NAVER",-0.328,0.504,-0.65,0.515,-1.317,0.661
"1326","DM$developer: NAVER JAPAN©NHN",0.192,0.584,0.329,0.742,-0.952,1.336
"1327","DM$developer: NBC Universal, Inc.© 2012 NBCUniversal Inc.",0.012,0.547,0.021,0.983,-1.061,1.085
"1328","DM$developer: NBC Universal, Inc.© 2012 NBCUniversal, Inc.",-1.065,0.523,-2.039,0.041,-2.09,-0.041
"1329","DM$developer: Ndemic Creations LTD© 2011, Ndemic Creations LTD",-1.685,0.495,-3.406,0.001,-2.655,-0.715
"1330","DM$developer: Neon Solution Ltd.© Appsneon",0.725,0.553,1.31,0.19,-0.36,1.81
"1331","DM$developer: NER Brothers",1.287,0.673,1.911,0.056,-0.033,2.607
"1332","DM$developer: nerByte GmbH",1.306,0.588,2.219,0.027,0.152,2.459
"1333","DM$developer: nerByte GmbH© nerByte GmbH",-0.157,0.49,-0.32,0.749,-1.117,0.803
"1334","DM$developer: NetDragon Websoft Inc.© 2010 NetDragon Websoft Inc.",0.077,0.533,0.145,0.885,-0.968,1.123
"1335","DM$developer: NetDragon Websoft Inc.© NetDragon Websoft Inc",-0.126,0.624,-0.201,0.84,-1.349,1.098
"1336","DM$developer: NetDragon Websoft Inc.© NetDragon Websoft Inc.",-1.199,0.549,-2.184,0.029,-2.274,-0.123
"1337","DM$developer: NetEase (Hangzhou) Network Co., Ltd.© 网易公司",-0.736,0.52,-1.415,0.157,-1.756,0.283
"1338","DM$developer: NetEase Corp",0.054,0.597,0.091,0.928,-1.116,1.224
"1339","DM$developer: NetEase Information Technology (Beijing) Co., Ltd.© NetEase Information Technology (Beijing) Co., Ltd.",-0.235,0.548,-0.428,0.668,-1.308,0.839
"1340","DM$developer: NetEase Information Technology (Beijing) Co., Ltd.网易公司版权所有 ©2011-2012",-0.824,0.523,-1.576,0.115,-1.849,0.201
"1341","DM$developer: NetEase Mag",-0.462,0.599,-0.771,0.441,-1.635,0.712
"1342","DM$developer: NetEase Youdao© 2012 NetEase Inc.",-0.74,0.503,-1.472,0.141,-1.727,0.246
"1343","DM$developer: NetEase Youdao© 2013 NetEase Inc.",-1.096,0.549,-1.999,0.046,-2.172,-0.021
"1344","DM$developer: Netflix, Inc.",-1.49,0.594,-2.508,0.012,-2.655,-0.325
"1345","DM$developer: Netflix, Inc.© 2011 Netflix, Inc.",-1.859,0.517,-3.597,0,-2.873,-0.846
"1346","DM$developer: New Media Group (HK) Limited© New Media Group (Hong Kong) Limited",-1.397,0.831,-1.681,0.093,-3.026,0.232
"1347","DM$developer: NewSoft Technology Corporation© NewSoft Technology Corporation",-1.067,0.546,-1.954,0.051,-2.136,0.003
"1348","DM$developer: NEXON MOBILE© 2011 NEXON Corporation. All Rights Reserved.",0.202,0.541,0.373,0.709,-0.858,1.261
"1349","DM$developer: NextGen Reality Pty. Ltd.© NextGen Reality Pty. Ltd. T/A The Binary Mill",0.662,0.515,1.284,0.199,-0.348,1.672
"1350","DM$developer: Nexx Crunch Sdn. Bhd.© 2010 Nexx Studio",0.048,0.586,0.082,0.935,-1.101,1.197
"1351","DM$developer: Nik Software, Inc.© 2012 Google Inc.",-0.589,0.519,-1.135,0.257,-1.607,0.428
"1352","DM$developer: Nike, Inc. (iDP) 1© Copyright 2012 Nike, Inc.",-0.696,0.56,-1.241,0.215,-1.794,0.403
"1353","DM$developer: Nimblebit LLC (Privacy Policy )",-0.125,0.676,-0.184,0.854,-1.449,1.2
"1354","DM$developer: NimbleBit LLC© 2008 NimbleBit",-0.83,0.543,-1.528,0.126,-1.893,0.234
"1355","DM$developer: ning wang©2012 ning wang.All Rights Reserved.",-0.818,0.572,-1.429,0.153,-1.939,0.304
"1356","DM$developer: ningbo success multi-media communication co.ltd.© 宁波成功",-0.061,0.83,-0.073,0.941,-1.687,1.565
"1357","DM$developer: ningbo success multi-media communication co.ltd.© 蚂蚁乐园",0.071,0.83,0.085,0.932,-1.556,1.697
"1358","DM$developer: ninja kiwi",-1.403,0.562,-2.497,0.013,-2.504,-0.302
"1359","DM$developer: Nordeus",-0.237,0.858,-0.276,0.783,-1.919,1.445
"1360","DM$developer: NortonMobile",0.475,0.861,0.551,0.581,-1.213,2.164
"1361","DM$developer: Not Doppler Pty Limited© 2012 Toffee Games LLC & Not Doppler Pty Limited",-1.494,0.511,-2.922,0.003,-2.496,-0.492
"1362","DM$developer: Noumena Productions Limited© 2012 Noumena Innovations ltd.",-1.012,0.5,-2.024,0.043,-1.992,-0.032
"1363","DM$developer: NPR© 2011",-0.645,0.625,-1.031,0.302,-1.87,0.58
"1364","DM$developer: NTG Corp.© NTG CORP.",-0.391,0.591,-0.661,0.509,-1.55,0.768
"1365","DM$developer: NTT Resonant Inc.© Game Design, Programing, Graphics Ryuji Kuwaki Music Otsu P Publisher NTT Resonant Inc. & ZigZaGame Inc.",0.154,0.826,0.187,0.852,-1.466,1.774
"1366","DM$developer: NUBEE PTE. LTD.© Nubee Pte Ltd",-0.112,0.551,-0.202,0.84,-1.191,0.968
"1367","DM$developer: NXP Software B.V.© NXP Software BV.",0.741,0.83,0.892,0.373,-0.887,2.368
"1368","DM$developer: Occamy Games© 2009 Occamy Games Inc.",0.087,0.541,0.16,0.873,-0.974,1.148
"1369","DM$developer: Occipital, LLC© Occipital, LLC",-0.34,0.509,-0.668,0.504,-1.337,0.658
"1370","DM$developer: OGQ",1.214,0.583,2.082,0.037,0.071,2.358
"1371","DM$developer: OkCupid© 2012 Humor Rainbow, Inc.",0.204,0.561,0.363,0.716,-0.896,1.304
"1372","DM$developer: Okrujnost'© FlySoft 2012",-0.272,0.52,-0.523,0.601,-1.291,0.747
"1373","DM$developer: Omer Shoor© Mobile-Pond",0.524,0.625,0.84,0.401,-0.7,1.749
"1374","DM$developer: OMGPOP",0.772,0.572,1.35,0.177,-0.349,1.893
"1375","DM$developer: OMGPOP, Inc.© 2012 OMGPOP, Inc.",0.24,0.487,0.494,0.621,-0.714,1.195
"1376","DM$developer: Omni Systems Limited© 2012 Omni Systems Limited",-0.633,0.676,-0.936,0.349,-1.959,0.693
"1377","DM$developer: ONECLICK GAME Co.,Ltd© ONECLICK GAME Co.,Ltd",-2.859,0.523,-5.464,0,-3.885,-1.834
"1378","DM$developer: Ookla",-0.156,0.595,-0.263,0.793,-1.322,1.009
"1379","DM$developer: Ookla© Ookla",-0.521,0.548,-0.951,0.342,-1.595,0.553
"1380","DM$developer: OOO Gameprom© (c) Gameprom Company, 2012",0.063,0.676,0.094,0.925,-1.261,1.387
"1381","DM$developer: ooVoo",-0.081,0.596,-0.135,0.893,-1.249,1.088
"1382","DM$developer: ooVoo LLC",3.525,0.979,3.6,0,1.605,5.444
"1383","DM$developer: oovoo LLC© 2012 ooVoo, LLC.",-0.117,0.519,-0.226,0.821,-1.135,0.9
"1384","DM$developer: OPEN NAME LTD© Open Name Ltd",-1.018,0.496,-2.053,0.04,-1.99,-0.046
"1385","DM$developer: Optime Software",0.403,0.568,0.71,0.477,-0.709,1.516
"1386","DM$developer: Optime Software LLC© 2012 Optime Software LLC",-0.565,0.542,-1.043,0.297,-1.626,0.497
"1387","DM$developer: Oriental Comics, Co, Ltd© Comikon Limited",-0.149,0.551,-0.271,0.786,-1.229,0.93
"1388","DM$developer: Oriented Games Limited© Oriented Games",0,0.825,0,1,-1.618,1.618
"1389","DM$developer: Original Force© Copyright UwinGame 2009-2013",-0.188,0.825,-0.228,0.82,-1.805,1.429
"1390","DM$developer: Oscar Tsang© Waterpower",-0.615,0.516,-1.193,0.233,-1.626,0.396
"1391","DM$developer: Out Fit 7 Ltd.© Out Fit 7 Ltd.",-0.012,0.486,-0.024,0.981,-0.964,0.941
"1392","DM$developer: Out Fit 7 Ltd.© Outfit7",0.335,0.503,0.667,0.505,-0.651,1.321
"1393","DM$developer: Out Fit 7 Ltd.© Outfit7 Ltd.",0.365,0.506,0.721,0.471,-0.627,1.357
"1394","DM$developer: Out Fit 7 Ltd.© Outfit7. Ltd.",0.778,0.518,1.502,0.133,-0.237,1.793
"1395","DM$developer: Outfit 7",0.742,0.556,1.335,0.182,-0.348,1.832
"1396","DM$developer: Outfit7",1.652,0.595,2.778,0.005,0.486,2.817
"1397","DM$developer: Oybek Rakhimov© iHoops",-0.303,0.563,-0.539,0.59,-1.406,0.799
"1398","DM$developer: Pacific Internet Information Services Ltd.© 太平洋家居网",-0.967,0.521,-1.856,0.063,-1.987,0.054
"1399","DM$developer: Pad read© readpad",-0.805,0.622,-1.295,0.195,-2.024,0.413
"1400","DM$developer: Palringo",1.513,0.635,2.381,0.017,0.267,2.759
"1401","DM$developer: Pan Qianjin© Nude Box, 2011",-1.163,0.543,-2.143,0.032,-2.227,-0.099
"1402","DM$developer: Pandora Media, Inc.© 2012 Pandora Media, Inc.",-2.095,0.506,-4.14,0,-3.087,-1.103
"1403","DM$developer: Pang Yufeng© Adult Fish LLC Copyright 2012",-3.427,0.541,-6.33,0,-4.488,-2.366
"1404","DM$developer: Paul Hu© Yihubai.com",0.005,0.549,0.009,0.993,-1.072,1.082
"1405","DM$developer: Paulo Cesar Ferreira© 2012 Nostalgika",0.343,0.551,0.622,0.534,-0.737,1.423
"1406","DM$developer: Pavel Kozarek© [2010] CrowdCafé",-0.302,0.68,-0.444,0.657,-1.635,1.031
"1407","DM$developer: Pavel Tarabrin© 2011 Synaptic Wave",-0.938,0.831,-1.129,0.259,-2.568,0.691
"1408","DM$developer: PayPal, an eBay Company© PayPal, Inc",-0.975,0.548,-1.779,0.075,-2.05,0.099
"1409","DM$developer: Peak Systems© 2012 Peak Systems, All Rights Reserved",0.252,0.552,0.456,0.648,-0.83,1.333
"1410","DM$developer: peiying huang© oyefaction",-1.579,0.541,-2.917,0.004,-2.639,-0.518
"1411","DM$developer: PENG JING© Honey Panda, 2012",-0.006,0.552,-0.011,0.991,-1.088,1.076
"1412","DM$developer: Peta Vision© Peta-vision.inc",-0.375,0.511,-0.734,0.463,-1.377,0.627
"1413","DM$developer: Peter Deelstra© 2011 Peter Deelstra",0.11,0.554,0.198,0.843,-0.977,1.197
"1414","DM$developer: Pharose eSolutions Inc© Pharose eSolutions Inc. All Rights Reserved",0.071,0.675,0.105,0.916,-1.252,1.395
"1415","DM$developer: Phoenix Age, Inc.© 2012 Phoenix Age, Inc.",-2.167,0.516,-4.202,0,-3.177,-1.156
"1416","DM$developer: Phosphor Games, LLC© 2012 Phosphor Games, LLC",-0.558,0.586,-0.952,0.341,-1.706,0.591
"1417","DM$developer: PICK Technology Limited",0.467,0.589,0.792,0.428,-0.688,1.622
"1418","DM$developer: Pick Technology Limited© All Rights Reserved by Mediaisms Ltd. & Pick Technology Ltd.",-0.218,0.511,-0.426,0.67,-1.219,0.784
"1419","DM$developer: Picsel UK Ltd© Picsel International Ltd",0.239,0.536,0.447,0.655,-0.811,1.289
"1420","DM$developer: Pinger, Inc.© 2012 Pinger, Inc.",-1.222,0.548,-2.231,0.026,-2.296,-0.149
"1421","DM$developer: PinGuo Inc.",-0.125,0.595,-0.209,0.834,-1.291,1.042
"1422","DM$developer: PinIdea Co., Ltd.© 心动游戏",-1.989,0.494,-4.027,0,-2.958,-1.021
"1423","DM$developer: Pinterest, Inc.",-0.317,0.58,-0.546,0.585,-1.454,0.82
"1424","DM$developer: Pinterest, Inc.© 2012 Pinterest, Inc.",-1.574,0.519,-3.034,0.002,-2.591,-0.557
"1425","DM$developer: PiVi & Co© 2010-2012 PiVi & Co",0.341,0.502,0.68,0.497,-0.642,1.324
"1426","DM$developer: PiVi & Co© PiVi & Co",0.462,0.53,0.872,0.383,-0.577,1.502
"1427","DM$developer: Pixel Addicts, Inc.© 2012 Pixel Addicts",-2.182,0.51,-4.276,0,-3.182,-1.182
"1428","DM$developer: Pixelbite© Pixelbite 2012",-1.168,0.493,-2.37,0.018,-2.133,-0.202
"1429","DM$developer: Pixonic LLC",1.324,0.566,2.34,0.019,0.215,2.432
"1430","DM$developer: Playcrab© 2012 Air&Mud",-2.706,0.496,-5.458,0,-3.678,-1.734
"1431","DM$developer: PlayFirst, Inc.© Copyright (c) 2012 PlayFirst, Inc. All Rights Reserved",0.243,0.586,0.414,0.679,-0.906,1.391
"1432","DM$developer: Playforge Games LLC© The Playforge, LLC",0.275,0.566,0.487,0.626,-0.833,1.384
"1433","DM$developer: playground",0.515,0.589,0.874,0.382,-0.639,1.669
"1434","DM$developer: Playmous, Inc.© Playfo",-0.532,0.52,-1.023,0.306,-1.55,0.487
"1435","DM$developer: Playrix LLC© 2012 Playrix",0.262,0.584,0.449,0.654,-0.883,1.407
"1436","DM$developer: playus soft© playus soft",0.956,0.565,1.691,0.091,-0.152,2.063
"1437","DM$developer: PlaywithMe",0.454,0.589,0.77,0.441,-0.701,1.609
"1438","DM$developer: Plex Inc.© 2012 Plex, Inc.",0.227,0.536,0.423,0.672,-0.824,1.277
"1439","DM$developer: Plex, Inc.",0.024,0.572,0.042,0.967,-1.098,1.145
"1440","DM$developer: Po-chou Su© YUYAO Software, Inc.",-0.203,0.592,-0.343,0.732,-1.364,0.958
"1441","DM$developer: Pocket Gems",1.507,0.629,2.396,0.017,0.274,2.739
"1442","DM$developer: Pocket Gems, Inc.© 2012 Pocket Gems, Inc.",-0.33,0.511,-0.647,0.518,-1.331,0.67
"1443","DM$developer: Pocket Gems, Inc.© 2012, Pocket Gems Inc.",-0.989,0.512,-1.933,0.053,-1.992,0.014
"1444","DM$developer: Pocket Gems, Inc.© Pocket Gems",0.004,0.826,0.005,0.996,-1.615,1.623
"1445","DM$developer: Pocket Pixels Inc.© 2008 Hendrik Kueck",-0.301,0.539,-0.558,0.577,-1.358,0.756
"1446","DM$developer: Pocket Pixels Inc.© 2009 Hendrik Kueck",-1.027,0.551,-1.864,0.062,-2.107,0.053
"1447","DM$developer: PokerCity Network Technology (Shanghai) Co., Ltd.© 2012 PokerCity Co., LTD.",0.237,0.506,0.468,0.64,-0.755,1.229
"1448","DM$developer: polarbit",1.315,0.588,2.235,0.025,0.161,2.468
"1449","DM$developer: Polarbit AB© 2011 Pixelbite AB",0.689,0.826,0.834,0.404,-0.93,2.308
"1450","DM$developer: PopAppFactory Inc.© 2012",-1.098,0.591,-1.858,0.063,-2.256,0.06
"1451","DM$developer: PopCap© 2004, 2009 PopCap Games, Inc",-0.363,0.529,-0.686,0.493,-1.4,0.674
"1452","DM$developer: PopCap© 2005, 2009 PopCap Games, Inc. All rights reserved.",-0.055,0.543,-0.101,0.92,-1.119,1.009
"1453","DM$developer: PopCap© 2009 PopCap Games, Inc.",-1.406,0.488,-2.878,0.004,-2.363,-0.448
"1454","DM$developer: PopCap© 2010 PopCap Games, Inc.",-1.53,0.489,-3.13,0.002,-2.488,-0.572
"1455","DM$developer: PopCap©2009-2012 PopCap Games, Inc. All rights reserved.",-1.744,0.496,-3.516,0,-2.716,-0.772
"1456","DM$developer: PopCap©2009 PopCap Games, Inc. All rights reserved. The PopCap logo and all other trademarks used herein that are listed at www.popcap.com/trademarks are owned by PopCap Games, Inc. or its licensors and may be registered in some countries. Oth",-0.697,0.528,-1.321,0.186,-1.731,0.337
"1457","DM$developer: PopCap©2011 PopCap Games, Inc. All rights reserved. The PopCap logo and all other trademarks used herein that are listed at www.popcap.com/trademarks are owned by PopCap Games, Inc. or its licensors and may be registered in some countries. Oth",-0.654,0.541,-1.208,0.227,-1.714,0.407
"1458","DM$developer: PopCap©2012 Electronic Arts Inc. Bejeweled and PopCap are trademarks of Electronic Arts Inc.",-1.053,0.495,-2.129,0.033,-2.023,-0.083
"1459","DM$developer: PopCap©2012 Electronic Arts Inc. Zuma’s Revenge! and PopCap are trademarks of Electronic Arts Inc.",-0.427,0.507,-0.842,0.4,-1.42,0.567
"1460","DM$developer: POPDADDY GAMES",-0.866,0.589,-1.47,0.142,-2.02,0.289
"1461","DM$developer: POSTS&TELECOM PRESS© 人民邮电出版社",-0.039,0.832,-0.047,0.963,-1.669,1.592
"1462","DM$developer: PPLive Corporation",0.27,0.619,0.436,0.663,-0.943,1.482
"1463","DM$developer: PPLive Corporation© PPLive Inc.",-0.093,0.528,-0.176,0.861,-1.128,0.943
"1464","DM$developer: PPLive Corporation© PPTV-PPLive Corporation",-0.699,0.533,-1.312,0.19,-1.743,0.345
"1465","DM$developer: PPS.TV",-0.753,0.577,-1.304,0.192,-1.884,0.379
"1466","DM$developer: Prodigy Design Limited T/A Sidhe Interactive© Prodigy Design Ltd",0.32,0.565,0.566,0.571,-0.788,1.428
"1467","DM$developer: Prodigy Design Limited T/A Sidhe Interactive© Prodigy Design Ltd.",-1.167,0.616,-1.894,0.058,-2.374,0.041
"1468","DM$developer: Propellerhead Software AB© 2012 Propellerhead Software AB",-0.06,0.515,-0.117,0.907,-1.069,0.949
"1469","DM$developer: PRX Inc© 2011",0.389,0.558,0.697,0.486,-0.705,1.483
"1470","DM$developer: Psyonix© 2012 Psyonix Studios",0.103,0.617,0.167,0.868,-1.106,1.311
"1471","DM$developer: PunchBox Studios",-0.621,0.59,-1.052,0.293,-1.777,0.536
"1472","DM$developer: PunchBox© 2012 Punchbox",-1.493,0.493,-3.026,0.002,-2.46,-0.526
